SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_VALUE,5DDeVA,%Change_In_Price,%Change_In_Deliv_vs_AVG
DMART, EQ, 14-Oct-2021,5117.15,5194.0,5420.0,5180.05,5360.0,5323.75,5330.44,1187904,148895,310397,26.13,165.45525846799998,,,
DMART, EQ, 18-Oct-2021,5323.75,5599.0,5900.0,4851.1,4920.0,4897.8,5183.58,4748382,574588,1556195,32.77,806.6661278099999,,,
DMART, EQ, 19-Oct-2021,4897.8,5000.0,5100.0,4725.0,4788.95,4754.55,4874.44,1804742,283142,570783,31.63,278.224748652,,,
DMART, EQ, 20-Oct-2021,4754.55,4789.0,4860.0,4470.25,4636.85,4596.4,4587.49,1677557,218023,618819,36.89,283.882597431,,,
DMART, EQ, 21-Oct-2021,4596.4,4650.0,4699.5,4500.0,4528.95,4521.25,4557.27,1028678,139043,401841,39.06,183.12979340700002,,,
DMART, EQ, 22-Oct-2021,4521.25,4559.0,4560.0,4482.0,4515.0,4521.45,4522.52,739603,96063,284007,38.4,128.44273376400002,343.47170515360006,0.004423555432674993,37.395433695640406
DMART, EQ, 25-Oct-2021,4521.45,4534.3,4550.0,4351.0,4392.0,4400.6,4414.02,591416,71155,258015,43.63,113.88833703000002,336.0692002128,-2.6728151367370967,33.8883589921021
DMART, EQ, 26-Oct-2021,4400.6,4419.0,4599.0,4365.0,4580.0,4568.5,4547.52,637834,84291,199146,31.22,90.562041792,197.51364205680002,3.8153888106167253,45.85103127507345
DMART, EQ, 27-Oct-2021,4568.5,4600.0,4770.0,4591.55,4730.5,4733.0,4687.53,762605,93534,220986,28.98,103.58785045799999,159.9811006848,3.600744226770275,64.75005485935003
DMART, EQ, 28-Oct-2021,4733.0,4748.0,4776.85,4620.0,4675.15,4675.65,4671.53,375073,53623,114024,30.4,53.266653672,123.9221512902,-1.2117050496513915,42.98396462409737
DMART, EQ, 29-Oct-2021,4675.65,4669.0,4725.0,4561.15,4622.0,4635.45,4644.68,437818,54378,134404,30.7,62.426357072,97.94952334320001,-0.859773507426771,63.73319128186839
DMART, EQ, 01-Nov-2021,4635.45,4670.0,4708.0,4550.0,4570.0,4564.75,4595.42,392446,69416,155648,39.66,71.526793216,84.74624800480001,-1.5252025153976383,84.40113267545335
